GISJOIN,GEOGYEAR,CBSA,CBSAA,CM1AA1990,CM1AA1990L,CM1AA1990U,CM1AA2000,CM1AA2000L,CM1AA2000U,CM1AA2010,CM1AA2020,CM1AA2020L,CM1AA2020U,CM1AB1990,CM1AB1990L,CM1AB1990U,CM1AB2000,CM1AB2000L,CM1AB2000U,CM1AB2010,CM1AB2020,CM1AB2020L,CM1AB2020U,CM1AC1990,CM1AC1990L,CM1AC1990U,CM1AC2000,CM1AC2000L,CM1AC2000U,CM1AC2010,CM1AC2020,CM1AC2020L,CM1AC2020U,CM1AD1990,CM1AD1990L,CM1AD1990U,CM1AD2000,CM1AD2000L,CM1AD2000U,CM1AD2010,CM1AD2020,CM1AD2020L,CM1AD2020U,CM1AE1990,CM1AE1990L,CM1AE1990U,CM1AE2000,CM1AE2000L,CM1AE2000U,CM1AE2010,CM1AE2020,CM1AE2020L,CM1AE2020U,CM1AF1990,CM1AF1990L,CM1AF1990U,CM1AF2000,CM1AF2000L,CM1AF2000U,CM1AF2010,CM1AF2020,CM1AF2020L,CM1AF2020U,CM1AG1990,CM1AG2000,CM1AG2000L,CM1AG2000U,CM1AG2010,CM1AG2020,CM1AG2020L,CM1AG2020U
"G12380","2010","Austin, MN Micro Area","12380",36893.00,36893,36893,36571.00,36571,36571,35495,30804.00,30804,30804,71.00,71,71,215.00,215,215,818,1638.00,1638,1638,51.00,51,51,66.00,66,66,97,189.00,189,189,293.00,293,293,568.00,568,568,649,2072.00,2072,2072,2.00,2,2,6.00,6,6,40,255.00,255,255,75.00,75,75,843.00,843,843,1336,2524.00,2524,2524,,334.00,334,334,728,2547.00,2547,2547
"G12420","2010","Austin-Round Rock-San Marcos, TX Metro Area","12420",648550.99,648459,648844,905975.96,905903,906185,1250332,1309217.15,1309111,1309970,79591.00,79591,79593,99432.00,99432,99432,127397,160080.73,160075,160111,3073.04,3070,3074,7091.87,7087,7093,13452,20993.15,20993,20999,18602.00,18602,18602,44029.04,44029,44030,82433,161760.02,161760,161765,383.00,383,383,870.00,870,870,1347,2044.00,2044,2045,96028.97,96025,96030,159378.45,159367,159391,186455,253287.42,253276,253371,,32992.10,32991,32995,54873,376052.47,376028,376137
"G12460","2010","Bainbridge, GA Micro Area","12460",15227.99,15209,15228,16125.99,16100,16126,15096,14558.00,14558,14558,10070.00,10061,10070,11270.00,11261,11270,11438,12241.00,12241,12241,66.00,66,66,68.00,68,68,117,109.00,109,109,40.00,40,40,92.00,92,92,144,186.00,186,186,1.00,1,1,11.00,11,11,6,16.00,16,16,106.00,106,106,464.00,464,464,703,1198.00,1198,1198,,209.00,209,209,338,1059.00,1059,1059
"G12540","2010","Bakersfield-Delano, CA Metro Area","12540",378485.58,378390,378527,407595.00,407584,407614,499766,371733.96,371580,371759,30131.00,30123,30131,39798.00,39798,39798,48921,50130.00,50121,50130,7026.00,7025,7026,10000.00,10000,10000,12676,18163.00,18159,18163,15807.00,15806,15807,22268.00,22268,22268,34846,46777.00,46771,46777,734.00,734,734,972.00,972,972,1252,1508.00,1507,1508,111299.98,111295,111300,153611.45,153606,153614,204314,274153.07,274131,274160,,27417.00,27417,27417,37856,146769.98,146743,146776
"G12580","2010","Baltimore-Towson, MD Metro Area","12580",1709312.95,1709223,1709951,1719318.71,1719182,1719909,1684436,1533154.28,1533104,1533735,616066.37,616063,616094,699962.62,699947,699982,778879,811018.15,811018,811063,6444.08,6444,6445,6976.01,6976,6979,8517,10647.01,10647,10648,42017.17,42017,42022,68873.01,68873,68874,122911,180507.08,180504,180537,617.00,617,617,1028.00,1028,1029,1467,1333.01,1333,1334,7720.03,7720,7725,18111.01,18111,18113,46623,113345.00,113344,113349,,38729.00,38729,38729,67656,194507.97,194500,194532
"G12620","2010","Bangor, ME Metro Area","12620",143677.52,143507,143678,139988.77,139841,139989,146802,139311.00,139311,139311,536.00,536,536,708.00,708,708,1159,1507.00,1507,1507,1273.00,1272,1273,1444.00,1443,1444,1809,1431.00,1431,1431,891.00,891,891,1019.00,1019,1019,1422,1865.00,1865,1865,41.00,41,41,47.00,47,47,44,46.00,46,46,182.00,182,182,328.00,328,328,338,901.00,901,901,,1384.00,1381,1384,2349,7138.00,7138,7138
"G12660","2010","Baraboo, WI Micro Area","12660",46459.00,46440,46459,53775.00,53754,53775,58588,58602.00,58602,58602,54.00,54,54,142.00,142,142,357,622.00,622,622,288.00,288,288,479.00,479,479,769,863.00,863,863,68.00,68,68,144.00,144,144,337,398.00,398,398,11.00,11,11,9.00,9,9,13,18.00,18,18,95.00,95,95,324.00,324,324,1156,2012.00,2012,2012,,352.00,352,352,756,3248.00,3248,3248
"G12700","2010","Barnstable Town, MA Metro Area","12700",179551.00,179551,179551,209398.00,209398,209398,200194,196458.92,195756,196570,2827.00,2827,2827,3969.00,3969,3969,4062,6603.00,6595,6605,1180.00,1180,1180,1235.00,1235,1235,1324,1224.00,1224,1224,933.00,933,933,1401.00,1401,1401,2287,3223.00,3212,3223,35.00,35,35,55.00,55,55,85,81.00,81,81,2079.00,2079,2079,2475.00,2475,2475,3235,5524.00,5517,5524,,3697.00,3697,3697,4701,15882.00,15867,15886
"G12740","2010","Barre, VT Micro Area","12740",54337.88,53833,54425,56336.19,55715,56418,57192,54142.54,54104,54294,177.00,176,177,274.02,272,275,441,650.00,650,650,106.04,106,108,175.00,173,175,151,153.00,153,153,233.00,233,233,330.17,326,331,502,633.00,633,633,3.00,3,3,7.00,7,7,11,26.00,26,26,75.00,75,75,152.00,152,152,185,501.00,501,501,,775.16,768,776,1052,3693.83,3689,3695
"G12780","2010","Bartlesville, OK Micro Area","12780",42324.00,42324,42324,39772.14,39771,39777,39929,36125.82,36040,36126,1276.00,1276,1276,1221.00,1221,1221,1231,1354.00,1354,1354,3783.00,3783,3783,4214.00,4214,4214,5247,5408.99,5385,5409,405.00,405,405,365.00,365,365,554,980.00,980,980,6.00,6,6,6.00,6,6,16,12.00,12,12,272.00,272,272,445.00,445,445,891,1222.00,1222,1222,,2974.00,2974,2974,3108,7351.96,7331,7352
"G12820","2010","Bastrop, LA Micro Area","12820",18584.00,18584,18584,17297.00,17297,17297,14345,12281.00,12281,12281,13263.00,13263,13263,13451.00,13451,13451,13133,12048.00,12048,12048,30.00,30,30,40.00,40,40,36,85.00,85,85,44.00,44,44,57.00,57,57,102,96.00,96,96,0.00,0,0,2.00,2,2,14,3.00,3,3,17.00,17,17,37.00,37,37,75,184.00,184,184,,137.00,137,137,274,932.00,932,932
"G12860","2010","Batavia, NY Micro Area","12860",57936.77,57847,57937,57166.73,57056,57167,55787,51541.00,51541,51541,1065.00,1045,1065,1284.00,1281,1284,1612,1441.00,1441,1441,683.00,683,683,470.00,470,470,679,419.00,419,419,210.00,210,210,292.00,292,292,357,416.00,416,416,1.00,1,1,14.00,14,14,4,17.00,17,17,164.00,162,164,430.00,413,430,575,1421.00,1421,1421,,713.00,713,713,1065,3133.00,3133,3133
"G12900","2010","Batesville, AR Micro Area","12900",30344.18,30344,30369,32490.11,32490,32504,33688,32108.57,32077,32254,595.00,595,595,697.00,697,697,722,849.00,849,849,80.00,80,80,155.00,155,155,179,243.00,243,245,113.00,113,113,222.00,222,222,278,345.00,345,345,2.00,2,2,10.00,10,10,40,33.00,33,33,58.00,58,58,220.00,220,220,1178,1934.00,1934,1934,,439.00,439,439,562,2426.00,2426,2430
"G12940","2010","Baton Rouge, LA Metro Area","12940",413822.40,413773,413826,444956.10,444874,444961,479603,462525.70,462494,462569,201518.34,201204,201528,240956.32,240535,240973,285911,296463.25,296363,296464,1072.93,1072,1073,1610.93,1610,1611,2194,2668.00,2668,2668,5692.00,5692,5692,9273.00,9273,9273,14345,17837.00,17837,17837,64.00,64,64,168.00,168,168,267,240.00,240,240,1669.93,1669,1670,3259.00,3257,3259,10382,25938.98,25932,25939,,5728.00,5727,5728,9782,43855.97,43852,43856
"G12980","2010","Battle Creek, MI Metro Area","12980",118737.19,118737,118777,115804.19,115804,115841,111915,102712.60,102712,102857,14383.00,14383,14383,15033.00,15033,15033,14872,14513.00,14513,14516,696.00,696,696,865.00,865,865,831,879.00,879,879,1039.00,1039,1039,1530.00,1530,1530,2179,3742.00,3742,3742,29.00,29,29,32.00,32,32,56,35.00,35,35,1098.00,1098,1098,1779.00,1779,1779,2104,2841.00,2841,2842,,2942.00,2942,2942,4189,9588.21,9588,9594
"G13020","2010","Bay City, MI Metro Area","13020",107747.00,107747,107747,104580.00,104580,104580,101451,93305.00,93305,93305,1242.00,1242,1242,1389.00,1389,1389,1702,1705.00,1705,1705,726.00,726,726,600.00,600,600,564,463.00,463,463,423.00,423,423,526.00,526,526,578,538.00,538,538,5.00,5,5,7.00,7,7,14,5.00,5,5,1580.00,1580,1580,1354.00,1354,1354,1055,1349.00,1349,1349,,1701.00,1701,1701,2407,6491.00,6491,6491
"G13060","2010","Bay City, TX Micro Area","13060",26622.00,26622,26772,25745.30,25745,25897,26137,19753.00,19753,19753,5106.00,5106,5273,4829.23,4829,4947,4200,3900.00,3900,3900,88.00,88,91,256.01,256,259,258,318.00,318,318,830.00,830,830,903.00,903,903,719,720.00,720,720,12.00,12,12,16.00,16,16,8,7.00,7,7,4270.00,4270,4270,5305.01,5305,5309,4530,5928.00,5928,5928,,903.01,903,907,850,5629.00,5629,5629
"G13100","2010","Beatrice, NE Micro Area","13100",22530.00,22530,22530,22463.00,22463,22463,21610,20298.00,20298,20298,45.00,45,45,73.00,73,73,72,140.00,140,140,102.00,102,102,133.00,133,133,108,100.00,100,100,74.00,74,74,65.00,65,65,86,99.00,99,99,3.00,3,3,7.00,7,7,3,2.00,2,2,40.00,40,40,59.00,59,59,133,188.00,188,188,,193.00,193,193,299,877.00,877,877
"G13140","2010","Beaumont-Port Arthur, TX Metro Area","13140",264364.70,263974,264365,262699.51,262663,262700,251557,223852.00,223852,223852,84665.00,84665,84665,95494.00,95494,95494,95463,95988.00,95988,95988,890.00,890,890,1484.00,1484,1484,2024,2505.00,2505,2505,5638.00,5638,5638,8050.00,8050,8050,9710,11604.00,11604,11604,49.00,49,49,112.00,112,112,132,166.00,166,166,5619.00,5619,5619,12038.00,12038,12038,22754,32160.00,32160,32160,,5212.00,5212,5212,7105,31290.00,31290,31290
"G13180","2010","Beaver Dam, WI Micro Area","13180",74705.20,74700,74710,81846.12,81843,81849,83294,79390.62,79312,79527,1142.00,1142,1142,2142.00,2142,2142,2381,2766.00,2766,2767,215.00,215,215,345.00,345,345,385,438.00,438,438,194.00,194,194,296.00,296,296,472,517.00,517,517,3.00,3,3,25.00,25,25,41,11.00,11,11,305.00,305,305,746.08,744,748,1309,2179.00,2179,2179,,502.00,502,502,877,4090.00,4089,4095
"G13220","2010","Beckley, WV Micro Area","13220",70354.04,70354,70618,71006.06,71006,71075,69800,64025.00,64025,64025,5883.00,5883,5883,6753.00,6753,6756,6468,5847.00,5847,5847,101.00,101,101,147.00,147,147,194,136.00,136,136,405.00,405,405,568.00,568,568,718,831.00,831,831,7.00,7,7,13.00,13,13,23,16.00,16,16,69.00,69,69,99.00,99,99,288,409.00,409,409,,634.00,634,634,1368,3327.00,3327,3327
"G13260","2010","Bedford, IN Micro Area","13260",42533.91,42484,42536,44965.30,44877,44969,44905,42528.00,42528,42528,109.00,109,109,178.00,178,178,186,204.00,204,204,88.00,88,88,129.00,129,129,158,155.00,155,155,73.00,73,73,129.00,129,129,224,208.00,208,208,4.00,4,4,4.00,4,4,14,11.00,11,11,26.00,26,26,154.00,154,154,137,241.00,241,241,,358.92,357,359,510,1664.00,1664,1664
"G13300","2010","Beeville, TX Micro Area","13300",19443.00,19443,19443,21957.00,21957,21957,25092,15347.00,15347,15347,727.00,727,727,3203.00,3203,3203,2592,2395.00,2395,2395,103.00,103,103,137.00,137,137,165,212.00,212,212,222.00,222,222,164.00,164,164,177,221.00,221,221,9.00,9,9,11.00,11,11,17,4.00,4,4,4631.00,4631,4631,6198.00,6198,6198,3080,7160.00,7160,7160,,689.00,689,689,738,5708.00,5708,5708
"G13340","2010","Bellefontaine, OH Micro Area","13340",41156.00,41156,41156,44233.00,44233,44233,43722,42049.00,42049,42049,804.00,804,804,786.00,786,786,742,677.00,677,677,58.00,58,58,94.00,94,94,115,99.00,99,99,224.00,224,224,185.00,185,185,242,327.00,327,327,16.00,16,16,13.00,13,13,16,14.00,14,14,52.00,52,52,123.00,123,123,144,451.00,451,451,,571.00,571,571,877,2533.00,2533,2533
"G13380","2010","Bellingham, WA Metro Area","13380",119229.00,119229,119229,147485.00,147485,147485,171816,175945.98,175856,175946,650.00,650,650,1150.00,1150,1150,1929,2347.00,2347,2347,4014.00,4014,4014,4709.00,4709,4709,5683,6277.00,6277,6277,2214.00,2214,2214,4637.00,4637,4637,7090,10127.00,10127,10127,149.00,149,149,235.00,235,235,492,725.00,725,725,1524.00,1524,1524,4159.00,4159,4159,6577,9692.00,9692,9692,,4439.00,4439,4439,7553,21733.00,21733,21733
"G13420","2010","Bemidji, MN Micro Area","13420",28408.91,28315,28434,30393.94,30321,30398,33359,32798.13,32787,32822,100.00,100,100,142.00,142,142,262,543.00,543,543,5641.00,5641,5641,8071.00,8071,8071,9004,9418.17,9413,9463,184.00,184,184,225.00,225,225,309,280.00,280,280,10.00,10,10,8.00,8,8,18,18.00,18,18,40.00,40,40,82.00,82,82,113,272.00,272,272,,728.00,727,728,1377,2906.11,2903,2915
"G13460","2010","Bend, OR Metro Area","13460",73343.00,73263,73813,109423.03,109315,109455,145374,169141.48,169042,169142,85.00,85,86,222.00,222,222,568,887.00,887,887,648.00,645,656,956.00,956,956,1449,1563.00,1563,1563,372.00,371,372,849.00,847,849,1476,2481.00,2481,2481,72.00,72,72,85.00,85,85,210,272.00,272,272,438.00,438,438,1574.00,1574,1574,4663,6652.99,6652,6653,,2258.00,2257,2258,3993,17261.83,17252,17262
"G13500","2010","Bennettsville, SC Micro Area","13500",14308.00,14308,14308,12820.00,12820,12820,11987,10839.00,10833,10839,14249.00,14249,14249,14618.00,14618,14618,14729,13391.00,13342,13391,733.00,733,733,968.00,968,968,1308,1139.00,1139,1139,25.00,25,25,70.00,70,70,75,99.00,99,99,1.00,1,1,1.00,1,1,4,7.00,7,7,45.00,45,45,68.00,68,68,306,151.00,151,151,,273.00,273,273,524,1041.00,1041,1041
"G13540","2010","Bennington, VT Micro Area","13540",35463.96,34917,35464,36160.96,35693,36161,35858,34182.91,34094,34204,116.00,115,116,155.00,155,155,308,430.00,430,430,54.00,54,54,74.00,74,74,94,70.00,70,70,177.00,177,177,228.00,226,228,269,406.00,405,406,7.00,7,7,5.00,5,5,16,5.00,5,5,27.00,27,27,76.00,76,76,113,323.00,322,323,,295.00,295,295,467,1930.00,1930,1931
"G13620","2010","Berlin, NH-VT Micro Area","13620",40916.40,40778,41048,38702.23,38549,38792,38183,34511.36,34449,34769,50.00,50,50,51.00,51,51,166,541.00,541,542,79.98,77,80,134.00,132,134,164,111.00,111,112,139.00,139,139,140.01,139,142,187,218.00,218,218,2.00,2,2,5.00,5,5,1,8.00,8,8,43.00,43,43,68.00,68,68,104,165.00,165,165,,469.00,469,472,556,1632.89,1630,1636
"G13660","2010","Big Rapids, MI Micro Area","13660",35738.74,35609,35739,37585.50,37440,37586,40095,35915.70,35762,35916,978.00,977,978,1460.00,1460,1460,1077,794.00,794,794,258.00,258,258,261.00,261,261,268,225.00,224,225,180.00,180,180,354.00,354,354,279,320.00,320,320,7.00,7,7,15.00,15,15,11,17.00,17,17,146.00,146,146,152.00,152,152,151,303.00,303,303,,724.99,723,725,917,2138.98,2133,2139
"G13700","2010","Big Spring, TX Micro Area","13700",25282.00,25282,25282,26950.00,26950,26950,25928,23664.00,23664,23664,1225.00,1225,1225,1390.00,1390,1390,2181,1721.00,1721,1721,179.00,179,179,197.00,197,197,317,404.00,404,404,160.00,160,160,199.00,199,199,267,407.00,407,407,2.00,2,2,4.00,4,4,15,24.00,24,24,5495.00,5495,5495,4180.00,4180,4180,5583,3770.00,3770,3770,,707.00,707,707,721,4870.00,4870,4870
"G13740","2010","Billings, MT Metro Area","13740",115898.00,115825,115920,129286.00,129269,129288,144021,149685.78,149638,149830,514.00,514,514,604.00,604,604,968,1331.00,1331,1331,3277.00,3277,3277,4015.00,4015,4015,5965,7337.00,7331,7341,585.00,585,585,732.00,731,732,961,1341.00,1341,1341,44.00,44,44,57.00,57,57,117,232.00,232,232,1181.00,1181,1181,1696.00,1696,1696,1805,2916.00,2914,2916,,2514.00,2514,2514,4213,12362.38,12360,12374
"G13780","2010","Binghamton, NY Metro Area","13780",254447.00,254447,254447,233654.00,233654,233654,226000,203231.00,203231,203231,4647.00,4647,4647,6857.00,6857,6857,9989,13136.00,13136,13136,450.00,450,450,496.00,496,496,482,631.00,631,631,3973.00,3973,3973,5881.00,5881,5881,7437,9751.00,9751,9751,17.00,17,17,60.00,60,60,97,102.00,102,102,963.00,963,963,1701.00,1701,1701,2058,4374.00,4374,4374,,3671.00,3671,3671,5662,15913.00,15913,15913
"G13820","2010","Birmingham-Hoover, AL Metro Area","13820",697336.26,697166,697736,735570.18,735433,735917,753158,730281.00,730281,730281,252885.07,252878,252903,290271.00,290271,290273,318373,332171.00,332171,332171,1594.00,1594,1594,2734.00,2733,2734,3351,4829.00,4829,4829,3987.00,3987,3987,7861.00,7861,7861,13866,19612.00,19612,19612,76.00,76,76,265.00,265,265,506,526.00,526,526,1001.00,1001,1001,7121.00,7121,7121,25490,36880.00,36880,36880,,8417.26,8415,8428,13303,56332.00,56332,56332
"G13860","2010","Bishop, CA Micro Area","13860",15777.00,15777,15789,14367.00,14367,14367,13741,11752.00,11752,11762,79.00,79,79,29.00,29,29,109,97.00,97,97,1826.00,1826,1826,1802.00,1802,1802,2121,2473.00,2473,2473,166.00,166,166,163.00,163,163,243,282.00,282,282,12.00,12,12,15.00,15,15,16,17.00,17,17,421.00,421,421,825.00,825,825,1676,2267.00,2267,2267,,744.00,744,744,640,2128.00,2128,2129
"G13900","2010","Bismarck, ND Metro Area","13900",81306.09,81292,81322,90212.07,90202,90223,101359,114298.00,114293,114305,79.00,79,79,222.00,222,222,603,2749.00,2749,2749,2016.00,2016,2016,2880.00,2880,2880,4393,5580.00,5580,5580,264.00,264,264,352.00,352,352,446,1229.00,1229,1229,22.00,22,22,21.00,21,21,51,357.00,357,357,144.00,144,144,149.00,149,149,327,1622.00,1622,1622,,883.00,883,883,1600,5914.00,5914,5914
"G13940","2010","Blackfoot, ID Micro Area","13940",32438.82,32422,32471,34402.80,34385,34403,36752,36630.00,36622,36630,39.00,39,39,70.00,70,70,105,126.00,126,126,2615.00,2615,2615,2798.00,2798,2798,2970,3340.00,3340,3340,248.00,248,248,236.00,236,236,285,200.00,200,200,25.00,25,25,13.00,13,13,36,39.00,39,39,2217.00,2215,2217,3320.00,3320,3320,4480,4172.00,4169,4172,,895.00,895,895,979,3485.00,3483,3485
"G13980","2010","Blacksburg-Christiansburg-Radford, VA Metro Area","13980",130998.42,130387,131033,138049.97,137544,138067,145889,137416.93,136714,137795,6086.00,6086,6086,6559.00,6558,6559,7013,8249.00,8248,8251,129.91,128,130,267.00,267,267,322,349.97,349,352,3160.00,3160,3160,3691.00,3688,3691,5602,8818.76,8813,8821,35.00,35,35,47.00,47,47,42,61.00,61,61,281.00,281,281,760.00,760,760,1050,2519.97,2515,2520,,1933.00,1933,1933,3040,8963.57,8944,8971
"G14020","2010","Bloomington, IN Metro Area","14020",150169.33,150167,150247,163602.07,163598,163733,174786,163623.00,163623,163623,2889.00,2889,2889,3696.00,3696,3696,4605,5282.00,5282,5282,309.00,309,309,502.00,502,502,521,484.00,484,484,2755.00,2755,2755,4175.00,4175,4175,7376,8546.00,8546,8546,41.00,41,41,65.00,65,65,67,50.00,50,50,508.00,508,508,1122.00,1122,1122,1463,2455.00,2455,2455,,2348.08,2348,2350,3896,11402.00,11402,11402
"G14060","2010","Bloomington-Normal, IL Metro Area","14060",121057.00,121057,121057,134170.00,134170,134170,142940,132148.00,132148,132148,5563.00,5563,5563,9305.00,9305,9305,12426,14996.00,14996,14996,203.00,203,203,245.00,245,245,383,483.00,483,483,1586.00,1586,1586,3087.00,3087,3087,7227,8142.00,8142,8142,38.00,38,38,49.00,49,49,55,62.00,62,62,733.00,733,733,1524.00,1524,1524,2603,4314.00,4314,4314,,2053.00,2053,2053,3938,10809.00,10809,10809
"G14100","2010","Bloomsburg-Berwick, PA Micro Area","14100",80061.95,79835,80292,80232.08,80102,80419,81635,75761.76,75718,75807,344.00,343,344,701.00,701,701,1502,1243.00,1243,1245,45.00,45,45,106.00,106,106,103,137.00,137,137,359.00,359,359,568.02,568,569,889,1427.00,1427,1427,7.00,7,7,21.00,21,21,17,20.00,20,20,122.04,121,124,282.00,282,282,535,1001.00,1001,1001,,478.99,474,479,881,3238.00,3238,3238
"G14140","2010","Bluefield, WV-VA Micro Area","14140",104873.89,104558,105048,101180.94,100994,101271,99877,90109.26,89979,90372,5329.00,5329,5329,4688.00,4683,4688,5124,4687.00,4687,4691,137.00,137,137,196.00,194,196,198,235.00,235,235,536.00,536,536,560.00,560,560,614,511.00,511,511,15.00,15,15,8.00,8,8,8,22.00,22,22,49.00,49,49,136.00,136,136,205,459.00,459,459,,809.00,808,809,1316,4101.00,4096,4105
"G14180","2010","Blytheville, AR Micro Area","14180",40688.37,40679,40689,33498.25,33492,33499,28653,23208.00,23170,23210,16005.37,15995,16006,16997.00,16997,16997,15817,14323.00,14320,14323,168.00,168,168,134.00,134,134,136,99.00,99,99,340.00,340,340,196.00,196,196,233,245.00,245,245,12.00,12,12,15.00,15,15,3,8.00,8,8,310.00,310,310,557.00,557,557,943,1025.00,1025,1027,,581.00,581,581,695,1777.01,1777,1787
"G14220","2010","Bogalusa, LA Micro Area","14220",29668.99,29498,29669,29613.98,29419,29614,31482,29931.20,29771,30080,13376.00,13364,13376,13851.00,13819,13851,14625,12857.86,12839,12996,59.00,59,59,100.00,99,100,133,143.00,143,144,51.00,50,51,73.00,72,73,110,164.01,164,165,2.00,2,2,1.00,1,1,3,0.00,0,0,28.00,28,28,48.00,48,48,296,556.00,554,557,,239.00,239,239,519,1799.15,1788,1820
"G14260","2010","Boise City-Nampa, ID Metro Area","14260",301021.00,301021,301048,417424.00,417418,417424,542173,611808.51,611723,611860,1170.00,1170,1170,2398.00,2398,2398,5576,9773.00,9773,9773,2519.00,2519,2519,3720.00,3720,3720,5282,6586.00,6585,6587,3624.00,3624,3624,6403.00,6403,6403,11101,16229.00,16229,16233,393.00,393,393,648.00,648,648,1282,2061.00,2061,2061,10869.00,10869,10880,23345.00,23345,23345,33491,44987.00,44983,44992,,10902.00,10902,10902,17656,73274.02,73266,73279
"G14300","2010","Bonham, TX Micro Area","14300",22722.00,22700,22722,27043.00,27041,27043,29172,28249.00,28249,28249,1633.00,1630,1633,2488.00,2488,2488,2312,2217.00,2217,2217,182.00,182,182,288.00,288,288,369,417.00,417,417,49.00,49,49,81.00,81,81,125,152.00,152,152,5.00,5,5,8.00,8,8,7,25.00,25,25,213.00,213,213,867.00,867,867,1228,1989.00,1989,1989,,467.00,467,467,702,2613.00,2613,2613
"G14340","2010","Boone, IA Micro Area","14340",25003.00,25003,25024,25838.00,25838,25838,25509,24942.57,24776,24954,62.00,62,62,95.00,95,95,206,301.00,301,301,19.00,19,19,53.00,53,53,81,65.00,65,65,76.00,76,76,57.00,57,57,88,100.00,100,100,2.00,2,2,0.00,0,0,3,3.00,3,3,24.00,24,24,67.00,67,67,153,248.00,248,248,,114.00,114,114,266,1055.00,1049,1056
"G14380","2010","Boone, NC Micro Area","14380",35947.49,35773,36826,41197.90,41009,41967,48272,45737.76,45588,45884,768.00,768,768,680.01,680,682,877,2149.00,2149,2149,59.02,58,61,108.00,108,111,129,131.00,131,131,150.00,150,150,251.00,250,251,475,944.99,944,948,2.00,2,2,16.00,16,16,13,19.00,19,19,44.31,43,49,194.00,194,194,597,2161.98,2158,2166,,265.02,264,274,716,2961.00,2953,2963
