GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ADRWE001,NAME_M,ADRWM001
"G22900","2011-2015","US",,,,,,,,,,,,,,,,"Fort Smith, AR-OK Metro Area","22900",,,,,,,,,,,,,,,,,"31000US22900",,,"Fort Smith, AR-OK Metro Area",103000,"Fort Smith, AR-OK Metro Area",2126
"G23060","2011-2015","US",,,,,,,,,,,,,,,,"Fort Wayne, IN Metro Area","23060",,,,,,,,,,,,,,,,,"31000US23060",,,"Fort Wayne, IN Metro Area",116000,"Fort Wayne, IN Metro Area",1234
"G23140","2011-2015","US",,,,,,,,,,,,,,,,"Frankfort, IN Micro Area","23140",,,,,,,,,,,,,,,,,"31000US23140",,,"Frankfort, IN Micro Area",98100,"Frankfort, IN Micro Area",3046
"G23180","2011-2015","US",,,,,,,,,,,,,,,,"Frankfort, KY Micro Area","23180",,,,,,,,,,,,,,,,,"31000US23180",,,"Frankfort, KY Micro Area",137300,"Frankfort, KY Micro Area",3033
"G23240","2011-2015","US",,,,,,,,,,,,,,,,"Fredericksburg, TX Micro Area","23240",,,,,,,,,,,,,,,,,"31000US23240",,,"Fredericksburg, TX Micro Area",238300,"Fredericksburg, TX Micro Area",13563
"G23300","2011-2015","US",,,,,,,,,,,,,,,,"Freeport, IL Micro Area","23300",,,,,,,,,,,,,,,,,"31000US23300",,,"Freeport, IL Micro Area",98900,"Freeport, IL Micro Area",1974
"G23340","2011-2015","US",,,,,,,,,,,,,,,,"Fremont, NE Micro Area","23340",,,,,,,,,,,,,,,,,"31000US23340",,,"Fremont, NE Micro Area",114000,"Fremont, NE Micro Area",3430
"G23380","2011-2015","US",,,,,,,,,,,,,,,,"Fremont, OH Micro Area","23380",,,,,,,,,,,,,,,,,"31000US23380",,,"Fremont, OH Micro Area",110100,"Fremont, OH Micro Area",2704
"G23420","2011-2015","US",,,,,,,,,,,,,,,,"Fresno, CA Metro Area","23420",,,,,,,,,,,,,,,,,"31000US23420",,,"Fresno, CA Metro Area",194600,"Fresno, CA Metro Area",2414
"G23460","2011-2015","US",,,,,,,,,,,,,,,,"Gadsden, AL Metro Area","23460",,,,,,,,,,,,,,,,,"31000US23460",,,"Gadsden, AL Metro Area",100400,"Gadsden, AL Metro Area",3087
"G23500","2011-2015","US",,,,,,,,,,,,,,,,"Gaffney, SC Micro Area","23500",,,,,,,,,,,,,,,,,"31000US23500",,,"Gaffney, SC Micro Area",86500,"Gaffney, SC Micro Area",3311
"G23540","2011-2015","US",,,,,,,,,,,,,,,,"Gainesville, FL Metro Area","23540",,,,,,,,,,,,,,,,,"31000US23540",,,"Gainesville, FL Metro Area",159400,"Gainesville, FL Metro Area",3016
"G23580","2011-2015","US",,,,,,,,,,,,,,,,"Gainesville, GA Metro Area","23580",,,,,,,,,,,,,,,,,"31000US23580",,,"Gainesville, GA Metro Area",159700,"Gainesville, GA Metro Area",2720
"G23620","2011-2015","US",,,,,,,,,,,,,,,,"Gainesville, TX Micro Area","23620",,,,,,,,,,,,,,,,,"31000US23620",,,"Gainesville, TX Micro Area",122700,"Gainesville, TX Micro Area",8277
"G23660","2011-2015","US",,,,,,,,,,,,,,,,"Galesburg, IL Micro Area","23660",,,,,,,,,,,,,,,,,"31000US23660",,,"Galesburg, IL Micro Area",80400,"Galesburg, IL Micro Area",2100
"G23700","2011-2015","US",,,,,,,,,,,,,,,,"Gallup, NM Micro Area","23700",,,,,,,,,,,,,,,,,"31000US23700",,,"Gallup, NM Micro Area",68300,"Gallup, NM Micro Area",5077
"G23780","2011-2015","US",,,,,,,,,,,,,,,,"Garden City, KS Micro Area","23780",,,,,,,,,,,,,,,,,"31000US23780",,,"Garden City, KS Micro Area",114700,"Garden City, KS Micro Area",4621
"G23820","2011-2015","US",,,,,,,,,,,,,,,,"Gardnerville Ranchos, NV Micro Area","23820",,,,,,,,,,,,,,,,,"31000US23820",,,"Gardnerville Ranchos, NV Micro Area",272000,"Gardnerville Ranchos, NV Micro Area",9080
"G23860","2011-2015","US",,,,,,,,,,,,,,,,"Georgetown, SC Micro Area","23860",,,,,,,,,,,,,,,,,"31000US23860",,,"Georgetown, SC Micro Area",159600,"Georgetown, SC Micro Area",8376
"G23900","2011-2015","US",,,,,,,,,,,,,,,,"Gettysburg, PA Metro Area","23900",,,,,,,,,,,,,,,,,"31000US23900",,,"Gettysburg, PA Metro Area",193100,"Gettysburg, PA Metro Area",2978
"G23940","2011-2015","US",,,,,,,,,,,,,,,,"Gillette, WY Micro Area","23940",,,,,,,,,,,,,,,,,"31000US23940",,,"Gillette, WY Micro Area",212200,"Gillette, WY Micro Area",5737
"G23980","2011-2015","US",,,,,,,,,,,,,,,,"Glasgow, KY Micro Area","23980",,,,,,,,,,,,,,,,,"31000US23980",,,"Glasgow, KY Micro Area",100600,"Glasgow, KY Micro Area",4760
"G24020","2011-2015","US",,,,,,,,,,,,,,,,"Glens Falls, NY Metro Area","24020",,,,,,,,,,,,,,,,,"31000US24020",,,"Glens Falls, NY Metro Area",163900,"Glens Falls, NY Metro Area",2134
"G24060","2011-2015","US",,,,,,,,,,,,,,,,"Glenwood Springs, CO Micro Area","24060",,,,,,,,,,,,,,,,,"31000US24060",,,"Glenwood Springs, CO Micro Area",321800,"Glenwood Springs, CO Micro Area",18924
"G24100","2011-2015","US",,,,,,,,,,,,,,,,"Gloversville, NY Micro Area","24100",,,,,,,,,,,,,,,,,"31000US24100",,,"Gloversville, NY Micro Area",108200,"Gloversville, NY Micro Area",4119
"G24140","2011-2015","US",,,,,,,,,,,,,,,,"Goldsboro, NC Metro Area","24140",,,,,,,,,,,,,,,,,"31000US24140",,,"Goldsboro, NC Metro Area",110400,"Goldsboro, NC Metro Area",4309
"G24220","2011-2015","US",,,,,,,,,,,,,,,,"Grand Forks, ND-MN Metro Area","24220",,,,,,,,,,,,,,,,,"31000US24220",,,"Grand Forks, ND-MN Metro Area",153600,"Grand Forks, ND-MN Metro Area",2678
"G24260","2011-2015","US",,,,,,,,,,,,,,,,"Grand Island, NE Metro Area","24260",,,,,,,,,,,,,,,,,"31000US24260",,,"Grand Island, NE Metro Area",116300,"Grand Island, NE Metro Area",3118
"G24300","2011-2015","US",,,,,,,,,,,,,,,,"Grand Junction, CO Metro Area","24300",,,,,,,,,,,,,,,,,"31000US24300",,,"Grand Junction, CO Metro Area",199000,"Grand Junction, CO Metro Area",4494
"G24340","2011-2015","US",,,,,,,,,,,,,,,,"Grand Rapids-Wyoming, MI Metro Area","24340",,,,,,,,,,,,,,,,,"31000US24340",,,"Grand Rapids-Wyoming, MI Metro Area",141100,"Grand Rapids-Wyoming, MI Metro Area",883
"G24380","2011-2015","US",,,,,,,,,,,,,,,,"Grants, NM Micro Area","24380",,,,,,,,,,,,,,,,,"31000US24380",,,"Grants, NM Micro Area",88200,"Grants, NM Micro Area",4122
"G24420","2011-2015","US",,,,,,,,,,,,,,,,"Grants Pass, OR Metro Area","24420",,,,,,,,,,,,,,,,,"31000US24420",,,"Grants Pass, OR Metro Area",215900,"Grants Pass, OR Metro Area",7319
"G24460","2011-2015","US",,,,,,,,,,,,,,,,"Great Bend, KS Micro Area","24460",,,,,,,,,,,,,,,,,"31000US24460",,,"Great Bend, KS Micro Area",81200,"Great Bend, KS Micro Area",3607
"G24500","2011-2015","US",,,,,,,,,,,,,,,,"Great Falls, MT Metro Area","24500",,,,,,,,,,,,,,,,,"31000US24500",,,"Great Falls, MT Metro Area",162100,"Great Falls, MT Metro Area",2136
"G24540","2011-2015","US",,,,,,,,,,,,,,,,"Greeley, CO Metro Area","24540",,,,,,,,,,,,,,,,,"31000US24540",,,"Greeley, CO Metro Area",210100,"Greeley, CO Metro Area",3024
"G24580","2011-2015","US",,,,,,,,,,,,,,,,"Green Bay, WI Metro Area","24580",,,,,,,,,,,,,,,,,"31000US24580",,,"Green Bay, WI Metro Area",156800,"Green Bay, WI Metro Area",1321
"G24620","2011-2015","US",,,,,,,,,,,,,,,,"Greeneville, TN Micro Area","24620",,,,,,,,,,,,,,,,,"31000US24620",,,"Greeneville, TN Micro Area",109700,"Greeneville, TN Micro Area",5189
