GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ADRWE001,NAME_M,ADRWM001
"G53007109201005","2011-2015","WA",,,"Washington","53","Walla Walla County","071",,,"920100","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530719201005",,,"Block Group 5, Census Tract 9201, Walla Walla County, Washington",241600,"Block Group 5, Census Tract 9201, Walla Walla County, Washington",26327
"G53007109202001","2011-2015","WA",,,"Washington","53","Walla Walla County","071",,,"920200","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530719202001",,,"Block Group 1, Census Tract 9202, Walla Walla County, Washington",280600,"Block Group 1, Census Tract 9202, Walla Walla County, Washington",68749
"G53007109202002","2011-2015","WA",,,"Washington","53","Walla Walla County","071",,,"920200","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530719202002",,,"Block Group 2, Census Tract 9202, Walla Walla County, Washington",267600,"Block Group 2, Census Tract 9202, Walla Walla County, Washington",59295
"G53007109203001","2011-2015","WA",,,"Washington","53","Walla Walla County","071",,,"920300","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530719203001",,,"Block Group 1, Census Tract 9203, Walla Walla County, Washington",188300,"Block Group 1, Census Tract 9203, Walla Walla County, Washington",24227
"G53007109203002","2011-2015","WA",,,"Washington","53","Walla Walla County","071",,,"920300","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530719203002",,,"Block Group 2, Census Tract 9203, Walla Walla County, Washington",180100,"Block Group 2, Census Tract 9203, Walla Walla County, Washington",19048
"G53007109203003","2011-2015","WA",,,"Washington","53","Walla Walla County","071",,,"920300","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530719203003",,,"Block Group 3, Census Tract 9203, Walla Walla County, Washington",118100,"Block Group 3, Census Tract 9203, Walla Walla County, Washington",52296
"G53007109203004","2011-2015","WA",,,"Washington","53","Walla Walla County","071",,,"920300","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530719203004",,,"Block Group 4, Census Tract 9203, Walla Walla County, Washington",186200,"Block Group 4, Census Tract 9203, Walla Walla County, Washington",22396
"G53007109204001","2011-2015","WA",,,"Washington","53","Walla Walla County","071",,,"920400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530719204001",,,"Block Group 1, Census Tract 9204, Walla Walla County, Washington",,"Block Group 1, Census Tract 9204, Walla Walla County, Washington",
"G53007109205001","2011-2015","WA",,,"Washington","53","Walla Walla County","071",,,"920500","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530719205001",,,"Block Group 1, Census Tract 9205, Walla Walla County, Washington",97000,"Block Group 1, Census Tract 9205, Walla Walla County, Washington",19705
"G53007109205002","2011-2015","WA",,,"Washington","53","Walla Walla County","071",,,"920500","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530719205002",,,"Block Group 2, Census Tract 9205, Walla Walla County, Washington",107800,"Block Group 2, Census Tract 9205, Walla Walla County, Washington",16029
"G53007109205003","2011-2015","WA",,,"Washington","53","Walla Walla County","071",,,"920500","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530719205003",,,"Block Group 3, Census Tract 9205, Walla Walla County, Washington",146300,"Block Group 3, Census Tract 9205, Walla Walla County, Washington",29871
"G53007109206001","2011-2015","WA",,,"Washington","53","Walla Walla County","071",,,"920600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530719206001",,,"Block Group 1, Census Tract 9206, Walla Walla County, Washington",46600,"Block Group 1, Census Tract 9206, Walla Walla County, Washington",28322
"G53007109206002","2011-2015","WA",,,"Washington","53","Walla Walla County","071",,,"920600","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530719206002",,,"Block Group 2, Census Tract 9206, Walla Walla County, Washington",100300,"Block Group 2, Census Tract 9206, Walla Walla County, Washington",15424
"G53007109206003","2011-2015","WA",,,"Washington","53","Walla Walla County","071",,,"920600","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530719206003",,,"Block Group 3, Census Tract 9206, Walla Walla County, Washington",116800,"Block Group 3, Census Tract 9206, Walla Walla County, Washington",25250
"G53007109206004","2011-2015","WA",,,"Washington","53","Walla Walla County","071",,,"920600","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530719206004",,,"Block Group 4, Census Tract 9206, Walla Walla County, Washington",149100,"Block Group 4, Census Tract 9206, Walla Walla County, Washington",37690
"G53007109206005","2011-2015","WA",,,"Washington","53","Walla Walla County","071",,,"920600","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530719206005",,,"Block Group 5, Census Tract 9206, Walla Walla County, Washington",246000,"Block Group 5, Census Tract 9206, Walla Walla County, Washington",32868
"G53007109207011","2011-2015","WA",,,"Washington","53","Walla Walla County","071",,,"920701","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530719207011",,,"Block Group 1, Census Tract 9207.01, Walla Walla County, Washington",,"Block Group 1, Census Tract 9207.01, Walla Walla County, Washington",
"G53007109207012","2011-2015","WA",,,"Washington","53","Walla Walla County","071",,,"920701","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530719207012",,,"Block Group 2, Census Tract 9207.01, Walla Walla County, Washington",158500,"Block Group 2, Census Tract 9207.01, Walla Walla County, Washington",24870
"G53007109207013","2011-2015","WA",,,"Washington","53","Walla Walla County","071",,,"920701","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530719207013",,,"Block Group 3, Census Tract 9207.01, Walla Walla County, Washington",223400,"Block Group 3, Census Tract 9207.01, Walla Walla County, Washington",46581
"G53007109207014","2011-2015","WA",,,"Washington","53","Walla Walla County","071",,,"920701","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530719207014",,,"Block Group 4, Census Tract 9207.01, Walla Walla County, Washington",210200,"Block Group 4, Census Tract 9207.01, Walla Walla County, Washington",31271
"G53007109207021","2011-2015","WA",,,"Washington","53","Walla Walla County","071",,,"920702","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530719207021",,,"Block Group 1, Census Tract 9207.02, Walla Walla County, Washington",241800,"Block Group 1, Census Tract 9207.02, Walla Walla County, Washington",19618
"G53007109207022","2011-2015","WA",,,"Washington","53","Walla Walla County","071",,,"920702","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530719207022",,,"Block Group 2, Census Tract 9207.02, Walla Walla County, Washington",153800,"Block Group 2, Census Tract 9207.02, Walla Walla County, Washington",14774
"G53007109207023","2011-2015","WA",,,"Washington","53","Walla Walla County","071",,,"920702","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530719207023",,,"Block Group 3, Census Tract 9207.02, Walla Walla County, Washington",187000,"Block Group 3, Census Tract 9207.02, Walla Walla County, Washington",15418
"G53007109207024","2011-2015","WA",,,"Washington","53","Walla Walla County","071",,,"920702","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530719207024",,,"Block Group 4, Census Tract 9207.02, Walla Walla County, Washington",172000,"Block Group 4, Census Tract 9207.02, Walla Walla County, Washington",55164
"G53007109208011","2011-2015","WA",,,"Washington","53","Walla Walla County","071",,,"920801","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530719208011",,,"Block Group 1, Census Tract 9208.01, Walla Walla County, Washington",221200,"Block Group 1, Census Tract 9208.01, Walla Walla County, Washington",18656
"G53007109208012","2011-2015","WA",,,"Washington","53","Walla Walla County","071",,,"920801","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530719208012",,,"Block Group 2, Census Tract 9208.01, Walla Walla County, Washington",111100,"Block Group 2, Census Tract 9208.01, Walla Walla County, Washington",43627
"G53007109208013","2011-2015","WA",,,"Washington","53","Walla Walla County","071",,,"920801","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530719208013",,,"Block Group 3, Census Tract 9208.01, Walla Walla County, Washington",233200,"Block Group 3, Census Tract 9208.01, Walla Walla County, Washington",35744
"G53007109208014","2011-2015","WA",,,"Washington","53","Walla Walla County","071",,,"920801","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530719208014",,,"Block Group 4, Census Tract 9208.01, Walla Walla County, Washington",140200,"Block Group 4, Census Tract 9208.01, Walla Walla County, Washington",16253
"G53007109208021","2011-2015","WA",,,"Washington","53","Walla Walla County","071",,,"920802","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530719208021",,,"Block Group 1, Census Tract 9208.02, Walla Walla County, Washington",165500,"Block Group 1, Census Tract 9208.02, Walla Walla County, Washington",53095
"G53007109208022","2011-2015","WA",,,"Washington","53","Walla Walla County","071",,,"920802","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530719208022",,,"Block Group 2, Census Tract 9208.02, Walla Walla County, Washington",219800,"Block Group 2, Census Tract 9208.02, Walla Walla County, Washington",31874
"G53007109209001","2011-2015","WA",,,"Washington","53","Walla Walla County","071",,,"920900","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530719209001",,,"Block Group 1, Census Tract 9209, Walla Walla County, Washington",172700,"Block Group 1, Census Tract 9209, Walla Walla County, Washington",22135
"G53007109209002","2011-2015","WA",,,"Washington","53","Walla Walla County","071",,,"920900","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530719209002",,,"Block Group 2, Census Tract 9209, Walla Walla County, Washington",224600,"Block Group 2, Census Tract 9209, Walla Walla County, Washington",18906
"G53007109209003","2011-2015","WA",,,"Washington","53","Walla Walla County","071",,,"920900","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530719209003",,,"Block Group 3, Census Tract 9209, Walla Walla County, Washington",300800,"Block Group 3, Census Tract 9209, Walla Walla County, Washington",55033
"G53007109209004","2011-2015","WA",,,"Washington","53","Walla Walla County","071",,,"920900","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530719209004",,,"Block Group 4, Census Tract 9209, Walla Walla County, Washington",299800,"Block Group 4, Census Tract 9209, Walla Walla County, Washington",31214
"G53007109209005","2011-2015","WA",,,"Washington","53","Walla Walla County","071",,,"920900","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530719209005",,,"Block Group 5, Census Tract 9209, Walla Walla County, Washington",291800,"Block Group 5, Census Tract 9209, Walla Walla County, Washington",28927
"G53007300001001","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000100","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730001001",,,"Block Group 1, Census Tract 1, Whatcom County, Washington",314600,"Block Group 1, Census Tract 1, Whatcom County, Washington",53921
"G53007300001002","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000100","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730001002",,,"Block Group 2, Census Tract 1, Whatcom County, Washington",352300,"Block Group 2, Census Tract 1, Whatcom County, Washington",50318
"G53007300001003","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000100","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730001003",,,"Block Group 3, Census Tract 1, Whatcom County, Washington",277400,"Block Group 3, Census Tract 1, Whatcom County, Washington",20269
"G53007300002001","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000200","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730002001",,,"Block Group 1, Census Tract 2, Whatcom County, Washington",317200,"Block Group 1, Census Tract 2, Whatcom County, Washington",48589
"G53007300002002","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000200","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730002002",,,"Block Group 2, Census Tract 2, Whatcom County, Washington",252900,"Block Group 2, Census Tract 2, Whatcom County, Washington",88392
"G53007300002003","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000200","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730002003",,,"Block Group 3, Census Tract 2, Whatcom County, Washington",198300,"Block Group 3, Census Tract 2, Whatcom County, Washington",27953
"G53007300002004","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000200","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730002004",,,"Block Group 4, Census Tract 2, Whatcom County, Washington",235800,"Block Group 4, Census Tract 2, Whatcom County, Washington",24817
"G53007300003001","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000300","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730003001",,,"Block Group 1, Census Tract 3, Whatcom County, Washington",227300,"Block Group 1, Census Tract 3, Whatcom County, Washington",27991
"G53007300003002","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000300","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730003002",,,"Block Group 2, Census Tract 3, Whatcom County, Washington",,"Block Group 2, Census Tract 3, Whatcom County, Washington",
"G53007300003003","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000300","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730003003",,,"Block Group 3, Census Tract 3, Whatcom County, Washington",264900,"Block Group 3, Census Tract 3, Whatcom County, Washington",40095
"G53007300003004","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000300","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730003004",,,"Block Group 4, Census Tract 3, Whatcom County, Washington",243000,"Block Group 4, Census Tract 3, Whatcom County, Washington",39941
"G53007300004001","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000400","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730004001",,,"Block Group 1, Census Tract 4, Whatcom County, Washington",258500,"Block Group 1, Census Tract 4, Whatcom County, Washington",32054
"G53007300004002","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000400","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730004002",,,"Block Group 2, Census Tract 4, Whatcom County, Washington",275000,"Block Group 2, Census Tract 4, Whatcom County, Washington",18202
"G53007300004003","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000400","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730004003",,,"Block Group 3, Census Tract 4, Whatcom County, Washington",306300,"Block Group 3, Census Tract 4, Whatcom County, Washington",41276
"G53007300005011","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000501","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730005011",,,"Block Group 1, Census Tract 5.01, Whatcom County, Washington",246800,"Block Group 1, Census Tract 5.01, Whatcom County, Washington",24395
"G53007300005012","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000501","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730005012",,,"Block Group 2, Census Tract 5.01, Whatcom County, Washington",246000,"Block Group 2, Census Tract 5.01, Whatcom County, Washington",25550
"G53007300005013","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000501","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730005013",,,"Block Group 3, Census Tract 5.01, Whatcom County, Washington",233100,"Block Group 3, Census Tract 5.01, Whatcom County, Washington",26245
"G53007300005021","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000502","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730005021",,,"Block Group 1, Census Tract 5.02, Whatcom County, Washington",271600,"Block Group 1, Census Tract 5.02, Whatcom County, Washington",24596
"G53007300005022","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000502","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730005022",,,"Block Group 2, Census Tract 5.02, Whatcom County, Washington",342900,"Block Group 2, Census Tract 5.02, Whatcom County, Washington",107593
"G53007300006001","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000600","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730006001",,,"Block Group 1, Census Tract 6, Whatcom County, Washington",189600,"Block Group 1, Census Tract 6, Whatcom County, Washington",34174
"G53007300007001","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000700","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730007001",,,"Block Group 1, Census Tract 7, Whatcom County, Washington",240700,"Block Group 1, Census Tract 7, Whatcom County, Washington",17727
"G53007300007002","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000700","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730007002",,,"Block Group 2, Census Tract 7, Whatcom County, Washington",182200,"Block Group 2, Census Tract 7, Whatcom County, Washington",32008
"G53007300007003","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000700","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730007003",,,"Block Group 3, Census Tract 7, Whatcom County, Washington",275700,"Block Group 3, Census Tract 7, Whatcom County, Washington",19257
"G53007300008031","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000803","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730008031",,,"Block Group 1, Census Tract 8.03, Whatcom County, Washington",246600,"Block Group 1, Census Tract 8.03, Whatcom County, Washington",49341
"G53007300008032","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000803","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730008032",,,"Block Group 2, Census Tract 8.03, Whatcom County, Washington",260200,"Block Group 2, Census Tract 8.03, Whatcom County, Washington",40353
"G53007300008033","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000803","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730008033",,,"Block Group 3, Census Tract 8.03, Whatcom County, Washington",374300,"Block Group 3, Census Tract 8.03, Whatcom County, Washington",35998
"G53007300008034","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000803","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730008034",,,"Block Group 4, Census Tract 8.03, Whatcom County, Washington",340200,"Block Group 4, Census Tract 8.03, Whatcom County, Washington",49670
"G53007300008041","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000804","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730008041",,,"Block Group 1, Census Tract 8.04, Whatcom County, Washington",381100,"Block Group 1, Census Tract 8.04, Whatcom County, Washington",28553
"G53007300008042","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000804","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730008042",,,"Block Group 2, Census Tract 8.04, Whatcom County, Washington",293400,"Block Group 2, Census Tract 8.04, Whatcom County, Washington",17131
"G53007300008051","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000805","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730008051",,,"Block Group 1, Census Tract 8.05, Whatcom County, Washington",270800,"Block Group 1, Census Tract 8.05, Whatcom County, Washington",37403
"G53007300008052","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000805","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730008052",,,"Block Group 2, Census Tract 8.05, Whatcom County, Washington",338300,"Block Group 2, Census Tract 8.05, Whatcom County, Washington",30182
"G53007300008053","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000805","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730008053",,,"Block Group 3, Census Tract 8.05, Whatcom County, Washington",383800,"Block Group 3, Census Tract 8.05, Whatcom County, Washington",121003
"G53007300008061","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000806","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730008061",,,"Block Group 1, Census Tract 8.06, Whatcom County, Washington",290300,"Block Group 1, Census Tract 8.06, Whatcom County, Washington",44032
"G53007300008062","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000806","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730008062",,,"Block Group 2, Census Tract 8.06, Whatcom County, Washington",224300,"Block Group 2, Census Tract 8.06, Whatcom County, Washington",10868
"G53007300008063","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000806","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730008063",,,"Block Group 3, Census Tract 8.06, Whatcom County, Washington",257800,"Block Group 3, Census Tract 8.06, Whatcom County, Washington",31030
"G53007300009011","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000901","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730009011",,,"Block Group 1, Census Tract 9.01, Whatcom County, Washington",,"Block Group 1, Census Tract 9.01, Whatcom County, Washington",
"G53007300009012","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000901","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730009012",,,"Block Group 2, Census Tract 9.01, Whatcom County, Washington",237800,"Block Group 2, Census Tract 9.01, Whatcom County, Washington",38642
"G53007300009013","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000901","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730009013",,,"Block Group 3, Census Tract 9.01, Whatcom County, Washington",313300,"Block Group 3, Census Tract 9.01, Whatcom County, Washington",28992
"G53007300009021","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000902","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730009021",,,"Block Group 1, Census Tract 9.02, Whatcom County, Washington",400800,"Block Group 1, Census Tract 9.02, Whatcom County, Washington",50557
"G53007300009022","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"000902","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730009022",,,"Block Group 2, Census Tract 9.02, Whatcom County, Washington",331200,"Block Group 2, Census Tract 9.02, Whatcom County, Washington",33621
"G53007300010001","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"001000","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730010001",,,"Block Group 1, Census Tract 10, Whatcom County, Washington",,"Block Group 1, Census Tract 10, Whatcom County, Washington",
"G53007300010002","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"001000","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730010002",,,"Block Group 2, Census Tract 10, Whatcom County, Washington",314000,"Block Group 2, Census Tract 10, Whatcom County, Washington",40834
"G53007300010003","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"001000","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730010003",,,"Block Group 3, Census Tract 10, Whatcom County, Washington",252100,"Block Group 3, Census Tract 10, Whatcom County, Washington",91457
"G53007300011001","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"001100","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730011001",,,"Block Group 1, Census Tract 11, Whatcom County, Washington",515500,"Block Group 1, Census Tract 11, Whatcom County, Washington",48893
"G53007300011002","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"001100","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730011002",,,"Block Group 2, Census Tract 11, Whatcom County, Washington",443100,"Block Group 2, Census Tract 11, Whatcom County, Washington",104193
"G53007300011003","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"001100","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730011003",,,"Block Group 3, Census Tract 11, Whatcom County, Washington",472200,"Block Group 3, Census Tract 11, Whatcom County, Washington",48160
"G53007300012011","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"001201","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730012011",,,"Block Group 1, Census Tract 12.01, Whatcom County, Washington",345500,"Block Group 1, Census Tract 12.01, Whatcom County, Washington",175805
"G53007300012012","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"001201","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730012012",,,"Block Group 2, Census Tract 12.01, Whatcom County, Washington",316700,"Block Group 2, Census Tract 12.01, Whatcom County, Washington",103680
"G53007300012013","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"001201","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730012013",,,"Block Group 3, Census Tract 12.01, Whatcom County, Washington",222700,"Block Group 3, Census Tract 12.01, Whatcom County, Washington",71511
"G53007300012021","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"001202","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730012021",,,"Block Group 1, Census Tract 12.02, Whatcom County, Washington",397400,"Block Group 1, Census Tract 12.02, Whatcom County, Washington",82921
"G53007300012022","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"001202","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730012022",,,"Block Group 2, Census Tract 12.02, Whatcom County, Washington",615900,"Block Group 2, Census Tract 12.02, Whatcom County, Washington",98747
"G53007300012023","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"001202","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730012023",,,"Block Group 3, Census Tract 12.02, Whatcom County, Washington",151700,"Block Group 3, Census Tract 12.02, Whatcom County, Washington",120730
"G53007300012024","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"001202","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730012024",,,"Block Group 4, Census Tract 12.02, Whatcom County, Washington",291700,"Block Group 4, Census Tract 12.02, Whatcom County, Washington",58650
"G53007300101001","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"010100","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730101001",,,"Block Group 1, Census Tract 101, Whatcom County, Washington",,"Block Group 1, Census Tract 101, Whatcom County, Washington",
"G53007300101002","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"010100","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730101002",,,"Block Group 2, Census Tract 101, Whatcom County, Washington",133500,"Block Group 2, Census Tract 101, Whatcom County, Washington",22388
"G53007300101003","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"010100","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730101003",,,"Block Group 3, Census Tract 101, Whatcom County, Washington",280600,"Block Group 3, Census Tract 101, Whatcom County, Washington",111402
"G53007300101004","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"010100","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730101004",,,"Block Group 4, Census Tract 101, Whatcom County, Washington",269500,"Block Group 4, Census Tract 101, Whatcom County, Washington",52313
"G53007300101005","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"010100","5",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730101005",,,"Block Group 5, Census Tract 101, Whatcom County, Washington",284100,"Block Group 5, Census Tract 101, Whatcom County, Washington",14377
"G53007300102001","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"010200","1",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730102001",,,"Block Group 1, Census Tract 102, Whatcom County, Washington",260600,"Block Group 1, Census Tract 102, Whatcom County, Washington",32599
"G53007300102002","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"010200","2",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730102002",,,"Block Group 2, Census Tract 102, Whatcom County, Washington",227600,"Block Group 2, Census Tract 102, Whatcom County, Washington",22822
"G53007300102003","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"010200","3",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730102003",,,"Block Group 3, Census Tract 102, Whatcom County, Washington",191400,"Block Group 3, Census Tract 102, Whatcom County, Washington",147857
"G53007300102004","2011-2015","WA",,,"Washington","53","Whatcom County","073",,,"010200","4",,,,,,,,,,,,,,,,,,,,,,,,,"15000US530730102004",,,"Block Group 4, Census Tract 102, Whatcom County, Washington",217500,"Block Group 4, Census Tract 102, Whatcom County, Washington",13435
